,Date,Time,EARLWOOD WDR 1h average [°],EARLWOOD TEMP 1h average [°C],EARLWOOD WSP 1h average [m/s],EARLWOOD NO 1h average [pphm],EARLWOOD NO2 1h average [pphm],EARLWOOD CO 1h average [ppm],EARLWOOD OZONE 1h average [pphm],EARLWOOD OZONE 4h rolling average [pphm],EARLWOOD PM10 1h average [µg/m³],EARLWOOD PM2.5 1h average [µg/m³],EARLWOOD HUMID 1h average [%],EARLWOOD SD1 1h average [°],EARLWOOD CO 8h rolling average [ppm]
1576,07/03/2017,17:00,195.0,20.2,2.0,0.1,0.3,,1.8,1.7,13.2,3.4,75.4,40.54,
1577,07/03/2017,18:00,197.5,19.9,1.7,0.1,0.5,,1.6,1.7,12.8,1.0,74.1,40.01,
1578,07/03/2017,19:00,164.6,20.4,1.2,0.1,0.6,,1.8,1.7,18.5,5.4,66.7,47.62,
1579,07/03/2017,20:00,180.2,19.6,1.5,0.1,0.3,,2.1,1.8,21.2,3.9,74.0,45.15,
1580,07/03/2017,21:00,222.5,18.1,1.7,0.0,0.4,,1.9,1.8,14.2,0.7,85.0,21.68,
1581,07/03/2017,22:00,238.5,17.7,1.5,0.0,0.5,,1.6,1.8,11.7,2.4,87.4,23.89,
1582,07/03/2017,23:00,257.2,17.2,1.5,0.0,0.7,,1.2,1.7,12.5,3.4,89.4,24.05,
1583,07/03/2017,00:00,228.8,17.2,1.3,0.0,0.5,,1.4,1.5,10.3,1.0,87.0,30.2,
1584,08/03/2017,01:00,220.9,17.9,1.2,0.0,0.3,,1.8,1.5,14.5,2.5,83.2,44.22,
1585,08/03/2017,02:00,236.9,17.7,0.9,,,,,1.5,14.4,4.4,86.2,60.73,
1586,08/03/2017,03:00,259.0,17.0,1.4,0.0,0.4,,1.3,1.5,11.8,2.7,89.4,23.13,
1587,08/03/2017,04:00,246.5,16.6,1.3,0.0,0.5,,1.2,1.4,11.8,3.0,91.2,23.34,
1588,08/03/2017,05:00,252.3,16.7,1.1,0.1,0.9,,0.7,1.1,11.2,,90.7,20.99,
1589,08/03/2017,06:00,266.3,16.6,0.9,0.7,1.6,,0.2,0.8,13.3,-1.9,92.4,47.77,
1590,08/03/2017,07:00,178.2,17.7,0.7,0.4,1.1,,1.1,0.8,13.4,6.0,86.1,58.54,
1591,08/03/2017,08:00,105.7,18.9,0.8,0.3,1.2,,1.1,0.8,17.9,3.3,79.3,50.21,
1592,08/03/2017,09:00,115.3,20.2,0.9,0.3,1.1,,1.3,0.9,20.0,5.9,71.8,46.74,
1593,08/03/2017,10:00,131.8,20.9,1.1,0.3,0.7,,1.9,1.3,19.1,5.0,65.3,44.73,
1594,08/03/2017,11:00,136.4,21.0,1.2,0.1,0.5,,2.0,1.6,18.7,3.7,64.2,47.44,
1595,08/03/2017,12:00,140.5,21.8,1.1,0.2,0.5,,2.1,1.8,15.4,5.9,59.1,46.14,
1596,08/03/2017,13:00,148.6,22.0,1.1,0.1,0.4,,2.1,2.0,18.5,0.9,58.0,43.72,
1597,08/03/2017,14:00,152.4,21.9,1.1,0.1,0.4,,2.2,2.1,14.9,1.9,58.1,44.8,
1598,08/03/2017,15:00,156.2,21.6,1.1,0.2,0.5,,2.0,2.1,15.0,7.5,58.9,45.48,
1599,08/03/2017,16:00,153.7,21.7,1.0,0.1,0.4,,2.2,2.1,14.8,5.8,57.9,44.92,
1600,08/03/2017,17:00,142.7,21.2,0.9,0.1,0.5,,2.1,2.1,22.3,2.7,62.8,48.12,
1601,08/03/2017,18:00,122.8,20.2,0.8,0.0,0.7,,2.0,2.1,18.7,6.0,71.8,45.58,
1602,08/03/2017,19:00,130.9,20.3,1.0,0.0,0.5,,2.0,2.1,12.7,6.1,69.7,42.32,
1603,08/03/2017,20:00,139.5,19.6,0.8,0.1,0.8,,1.8,2.0,14.2,3.2,72.0,47.75,
1604,08/03/2017,21:00,151.6,19.8,0.6,0.0,0.4,,2.0,2.0,12.6,8.2,69.8,47.67,
1605,08/03/2017,22:00,142.8,19.8,0.5,0.0,0.5,,2.0,2.0,10.4,7.6,67.4,51.98,
1606,08/03/2017,23:00,101.4,19.5,1.1,0.0,0.7,,1.6,1.9,18.5,4.3,74.5,39.18,
1607,08/03/2017,00:00,200.0,18.8,0.2,0.0,0.8,,1.6,1.8,15.9,5.2,78.3,84.36,
1608,09/03/2017,01:00,254.7,17.8,0.8,0.0,1.0,,0.7,1.5,16.7,3.0,90.6,42.8,
1609,09/03/2017,02:00,271.6,17.6,0.9,,,,,1.3,14.2,3.6,91.2,32.49,
1610,09/03/2017,03:00,247.7,17.9,1.0,0.0,0.6,,0.8,1.0,13.4,4.3,86.5,32.19,
1611,09/03/2017,04:00,189.4,19.0,0.5,0.0,0.5,,1.4,1.0,11.0,5.8,76.8,58.72,
1612,09/03/2017,05:00,181.6,19.8,0.4,0.0,0.6,,1.7,1.3,16.4,2.5,68.4,67.87,
1613,09/03/2017,06:00,222.9,19.2,1.1,0.5,1.4,,0.8,1.2,23.9,-0.8,73.6,30.85,
1614,09/03/2017,07:00,222.3,18.6,1.1,0.6,1.5,,0.5,1.1,26.0,4.5,81.0,32.05,
1615,09/03/2017,08:00,232.2,19.3,1.0,1.5,1.7,,0.5,0.9,22.0,8.7,81.5,32.12,
1616,09/03/2017,09:00,147.5,21.1,0.7,0.5,1.0,,1.4,0.8,21.8,11.0,69.1,49.86,
1617,09/03/2017,10:00,121.5,21.6,1.2,0.2,0.6,,1.8,1.1,22.3,5.2,66.9,43.87,
1618,09/03/2017,11:00,113.7,21.6,1.4,0.2,0.5,,1.9,1.4,16.9,3.5,64.3,41.6,
1619,09/03/2017,12:00,137.1,22.6,1.1,0.4,0.6,,1.9,1.8,9.9,6.1,55.4,48.51,
1620,09/03/2017,13:00,170.2,23.7,1.3,0.4,0.4,,2.1,1.9,19.7,-2.4,51.0,46.14,
1621,09/03/2017,14:00,178.7,23.4,1.4,0.1,0.2,,2.2,2.0,19.2,,53.4,47.22,
1622,09/03/2017,15:00,133.2,21.8,1.2,0.1,0.4,,1.8,2.0,21.4,5.5,63.8,44.89,
1623,09/03/2017,16:00,172.4,22.4,1.3,0.1,0.4,,2.0,2.0,17.5,5.6,56.9,46.66,
1624,09/03/2017,17:00,172.0,23.0,1.4,0.1,0.3,,2.0,2.0,18.9,5.8,55.3,42.89,
1625,09/03/2017,18:00,182.5,22.5,1.4,0.2,0.4,,1.9,1.9,23.0,5.5,60.2,43.65,
1626,09/03/2017,19:00,175.1,21.6,1.2,0.0,0.3,,2.0,2.0,22.0,6.4,65.7,47.33,
1627,09/03/2017,20:00,182.1,21.2,1.2,0.0,0.4,,1.8,1.9,21.8,5.3,67.5,42.82,
1628,09/03/2017,21:00,188.1,21.2,1.2,0.0,0.2,,1.8,1.9,20.6,5.6,68.7,39.68,
1629,09/03/2017,22:00,210.1,20.3,1.4,0.1,0.4,,1.6,1.8,22.8,1.7,74.8,27.06,
1630,09/03/2017,23:00,207.8,19.9,0.8,0.1,0.6,,1.3,1.6,22.9,7.2,76.6,31.48,
1631,09/03/2017,00:00,234.6,19.2,0.9,0.0,0.6,,1.2,1.5,21.6,7.5,78.7,20.67,
1632,10/03/2017,01:00,253.3,18.3,0.6,0.1,0.9,,0.7,1.2,20.7,6.2,81.2,55.63,
1633,10/03/2017,02:00,237.6,18.1,0.3,,,,,1.1,17.9,4.8,82.7,80.63,
1634,10/03/2017,03:00,245.6,18.1,1.0,0.0,0.9,,0.6,0.8,19.0,4.8,81.1,25.35,
1635,10/03/2017,04:00,248.4,17.8,0.8,0.0,0.8,,0.7,0.7,20.1,5.5,83.4,31.68,
1636,10/03/2017,05:00,248.2,18.0,1.1,0.3,1.2,,0.3,0.5,22.2,9.1,84.3,25.44,
1637,10/03/2017,06:00,262.8,17.4,1.2,1.6,1.5,,0.1,0.4,20.0,11.7,87.7,22.07,
1638,10/03/2017,07:00,258.1,17.4,1.1,2.2,1.5,,0.1,0.3,22.0,7.8,85.2,26.96,
1639,10/03/2017,08:00,234.6,19.1,1.7,2.0,1.4,,0.4,0.2,23.1,6.0,76.2,22.73,
1640,10/03/2017,09:00,223.9,21.2,2.1,0.7,0.7,,1.1,0.4,24.7,6.2,67.9,27.82,
1641,10/03/2017,10:00,207.5,21.8,2.0,0.3,0.5,,1.5,0.8,22.9,5.4,64.9,33.72,
1642,10/03/2017,11:00,199.4,22.6,1.9,0.2,0.4,,1.8,1.2,20.0,5.8,59.6,35.29,
1643,10/03/2017,12:00,193.9,23.2,2.0,0.1,0.2,,2.0,1.6,17.0,2.5,56.1,38.11,
1644,10/03/2017,13:00,187.9,24.4,1.7,0.1,0.2,,2.0,1.8,19.3,-0.2,53.4,46.83,
1645,10/03/2017,14:00,167.9,24.5,1.3,0.1,0.2,,1.9,1.9,20.7,3.8,55.6,47.58,
1646,10/03/2017,15:00,165.1,24.1,1.6,0.2,0.3,,1.8,1.9,22.0,4.4,57.0,44.65,
1647,10/03/2017,16:00,162.1,23.9,1.4,0.1,0.2,,1.9,1.9,15.5,5.7,55.7,44.97,
1648,10/03/2017,17:00,159.1,23.3,1.4,0.1,0.3,,1.8,1.8,17.2,2.8,57.2,43.03,
1649,10/03/2017,18:00,190.8,22.5,1.7,0.1,0.2,,1.8,1.8,18.7,5.8,59.7,38.76,
1650,10/03/2017,19:00,185.0,21.3,0.9,0.1,0.4,,1.5,1.7,22.8,5.8,69.0,48.03,
1651,10/03/2017,20:00,201.9,20.6,0.8,0.0,0.5,,1.5,1.6,25.5,5.0,74.3,47.04,
1652,10/03/2017,21:00,245.3,19.8,1.0,0.1,0.9,,1.0,1.4,19.2,1.9,77.3,16.3,
1653,10/03/2017,22:00,264.8,18.6,0.6,0.6,1.6,,0.1,1.0,18.7,-1.3,83.0,24.98,
1654,10/03/2017,23:00,253.4,18.3,1.2,0.5,1.3,,0.3,0.7,15.4,2.7,82.3,25.46,
1655,10/03/2017,00:00,250.7,17.8,1.3,0.1,0.8,,0.6,0.5,16.4,6.1,82.7,21.33,
1656,11/03/2017,01:00,248.5,17.8,1.4,0.0,0.6,,0.8,0.5,13.8,2.1,81.5,23.35,
1657,11/03/2017,02:00,248.2,18.3,1.5,,,,,0.6,10.3,2.4,76.4,22.36,
1658,11/03/2017,03:00,249.7,18.1,1.1,0.0,0.4,,1.1,0.9,11.2,2.8,76.0,24.31,
1659,11/03/2017,04:00,260.5,17.5,1.2,0.0,0.4,,1.1,1.0,12.2,2.7,78.1,22.32,
1660,11/03/2017,05:00,262.8,16.9,1.2,0.1,0.7,,0.9,1.1,13.2,0.8,80.3,23.17,
1661,11/03/2017,06:00,269.4,16.4,1.2,0.2,1.2,,0.4,0.9,13.9,-1.0,82.2,25.36,
1662,11/03/2017,07:00,276.6,16.4,1.1,1.4,1.4,,0.2,0.7,17.0,3.6,83.6,24.29,
1663,11/03/2017,08:00,261.2,18.9,1.4,1.4,1.1,,0.7,0.6,15.5,5.1,73.6,25.99,
1664,11/03/2017,09:00,240.9,20.9,1.6,0.7,0.7,,1.2,0.6,16.9,5.3,67.0,30.21,
1665,11/03/2017,10:00,198.0,22.5,1.1,0.2,0.4,,2.0,1.0,18.6,4.3,62.3,48.51,
1666,11/03/2017,11:00,175.5,23.6,1.1,0.1,0.2,,2.4,1.6,13.5,5.0,55.3,49.2,
1667,11/03/2017,12:00,121.7,23.7,1.2,0.2,0.3,,2.4,2.0,20.6,1.9,57.2,43.01,
1668,11/03/2017,13:00,116.2,24.2,1.1,0.1,0.3,,2.6,2.3,19.5,6.3,54.4,40.29,
1669,11/03/2017,14:00,130.2,24.5,1.0,0.1,0.2,,2.5,2.5,15.2,6.6,54.9,46.35,
1670,11/03/2017,15:00,137.5,24.2,0.9,0.0,0.2,,2.4,2.5,15.5,3.4,55.3,47.6,
1671,11/03/2017,16:00,146.7,24.4,0.9,0.1,0.2,,2.4,2.5,17.6,4.5,54.7,46.12,
1672,11/03/2017,17:00,113.7,23.6,1.0,0.0,0.3,,2.5,2.4,18.9,8.0,58.3,46.13,
1673,11/03/2017,18:00,93.3,22.5,1.4,0.0,0.3,,2.3,2.4,16.0,4.7,61.3,28.72,
1674,11/03/2017,19:00,83.8,21.4,1.1,0.0,0.4,,2.1,2.3,17.2,-1.1,64.9,25.39,
1675,11/03/2017,20:00,84.9,20.9,0.7,0.0,0.7,,1.8,2.2,16.3,3.1,66.7,25.47,
1676,11/03/2017,21:00,211.8,19.6,0.2,0.3,1.4,,0.7,1.7,21.2,5.2,74.6,79.5,
1677,11/03/2017,22:00,278.2,18.2,0.1,1.3,1.7,,0.1,1.2,17.8,11.7,84.7,80.83,
1678,11/03/2017,23:00,320.2,17.7,0.1,1.7,1.6,,0.1,0.7,18.3,8.0,89.1,67.48,
1679,11/03/2017,00:00,289.4,17.1,0.1,2.8,1.5,,0.1,0.2,17.5,7.2,92.0,78.24,
1680,12/03/2017,01:00,291.8,16.8,0.1,3.5,1.3,,0.1,0.1,15.5,7.9,93.6,79.58,
1681,12/03/2017,02:00,280.6,16.5,0.3,,,,,0.1,16.3,7.9,95.4,50.82,
1682,12/03/2017,03:00,291.2,16.2,0.1,4.4,1.1,,0.1,0.1,15.6,5.8,96.2,88.94,
1683,12/03/2017,04:00,296.5,15.8,0.2,4.8,0.9,,0.1,0.1,15.4,5.8,96.8,74.36,
1684,12/03/2017,05:00,302.7,15.5,0.2,5.1,0.8,,0.1,0.1,15.3,10.5,97.4,50.16,
1685,12/03/2017,06:00,266.9,15.4,0.3,6.0,0.8,,0.1,0.1,17.0,10.9,97.6,51.44,
1686,12/03/2017,07:00,293.4,16.0,0.5,6.6,1.0,,0.1,0.1,25.6,8.7,96.6,49.91,
1687,12/03/2017,08:00,303.9,18.7,0.8,3.0,1.4,,0.3,0.1,19.8,9.7,81.9,39.58,
1688,12/03/2017,09:00,338.1,20.9,1.0,1.1,1.2,,1.0,0.4,15.6,6.2,73.3,44.1,
1689,12/03/2017,10:00,22.8,23.0,1.3,0.8,1.1,,1.4,0.7,15.0,4.8,64.2,33.11,
1690,12/03/2017,11:00,15.2,25.1,1.7,0.3,0.7,,2.5,1.3,11.9,3.9,53.0,28.73,
1691,12/03/2017,12:00,62.9,26.2,1.4,0.2,0.8,,3.2,2.0,28.6,1.9,52.7,43.11,
1692,12/03/2017,13:00,64.7,26.3,1.7,0.1,0.7,,3.9,2.7,29.8,,55.9,28.88,
1693,12/03/2017,14:00,62.0,26.3,1.9,0.1,0.7,,4.2,3.4,27.4,0.2,54.8,27.64,
1694,12/03/2017,15:00,45.8,26.3,2.3,0.1,0.7,,4.0,3.8,29.3,7.1,55.1,26.63,
1695,12/03/2017,16:00,61.7,25.9,2.2,0.1,0.4,,3.6,3.9,25.6,7.7,57.3,27.22,
1696,12/03/2017,17:00,64.3,25.5,2.2,0.0,0.5,,3.2,3.7,25.0,7.5,57.6,26.25,
1697,12/03/2017,18:00,41.9,24.6,2.6,0.0,0.5,,2.9,3.4,28.7,9.1,63.4,29.18,
1698,12/03/2017,19:00,42.2,23.8,2.8,0.0,0.4,,2.8,3.1,28.8,9.0,70.3,23.54,
1699,12/03/2017,20:00,36.9,23.7,2.7,0.0,0.4,,2.7,2.9,28.6,8.9,73.2,23.5,
1700,12/03/2017,21:00,29.6,23.8,2.6,0.0,0.3,,2.6,2.8,28.5,12.7,72.7,25.65,
1701,12/03/2017,22:00,9.1,23.3,0.9,0.0,0.4,,2.3,2.6,29.8,14.8,74.7,47.97,
1702,12/03/2017,23:00,192.0,21.8,0.1,0.0,0.8,,1.4,2.3,24.5,8.5,82.1,78.72,
1703,12/03/2017,00:00,211.7,20.7,0.1,0.1,0.9,,0.8,1.8,21.2,6.8,88.0,91.71,
1704,13/03/2017,01:00,45.4,20.4,0.3,0.1,1.1,,0.6,1.3,19.1,4.9,89.2,84.73,
1705,13/03/2017,02:00,351.0,22.4,0.7,,,,,0.9,19.0,4.3,73.5,51.29,
1706,13/03/2017,03:00,4.0,22.6,0.7,0.0,0.3,,2.3,1.2,25.9,3.5,71.0,54.9,
1707,13/03/2017,04:00,275.5,22.0,0.9,0.0,0.7,,1.8,1.5,27.3,7.8,75.4,60.9,
1708,13/03/2017,05:00,314.3,20.6,0.1,0.4,1.5,,0.6,1.5,26.4,9.6,83.3,92.09,
1709,13/03/2017,06:00,238.2,20.2,0.1,1.8,1.7,,0.1,1.2,24.5,6.8,86.8,105.12,
1710,13/03/2017,07:00,275.1,20.2,0.1,4.5,1.8,,0.1,0.6,25.8,5.0,88.7,81.67,
1711,13/03/2017,08:00,121.6,21.7,0.1,3.3,1.8,,0.2,0.2,28.2,8.6,83.0,73.79,
1712,13/03/2017,09:00,27.8,23.6,1.5,1.3,1.8,,0.9,0.3,27.5,12.4,71.7,27.66,
1713,13/03/2017,10:00,9.9,24.6,0.8,0.8,1.4,,1.4,0.6,22.3,12.6,64.0,60.94,
1714,13/03/2017,11:00,28.8,25.9,0.2,0.9,1.5,,1.6,1.0,28.4,9.0,57.6,87.58,
1715,13/03/2017,12:00,57.5,26.6,0.6,0.7,1.8,,1.8,1.4,26.0,10.4,54.5,46.21,
1716,13/03/2017,13:00,133.7,27.9,0.5,0.7,1.7,,2.4,1.8,36.9,13.5,51.9,87.82,
1717,13/03/2017,14:00,85.8,27.1,2.0,0.3,1.0,,2.7,2.1,40.4,14.9,61.6,39.12,
1718,13/03/2017,15:00,80.2,25.8,3.1,0.0,0.3,,2.8,2.4,47.9,12.1,78.0,24.73,
1719,13/03/2017,16:00,73.9,24.5,2.9,0.0,0.3,,1.9,2.5,25.9,16.9,88.0,23.54,
1720,13/03/2017,17:00,76.0,24.4,3.0,0.0,0.3,,1.9,2.3,28.2,14.3,84.9,23.28,
1721,13/03/2017,18:00,82.9,24.2,2.7,0.0,0.4,,1.9,2.1,24.5,9.6,84.1,25.2,
1722,13/03/2017,19:00,80.0,24.1,2.6,-0.1,0.3,,2.1,2.0,27.6,8.4,83.3,25.07,
1723,13/03/2017,20:00,74.0,24.1,2.1,-0.1,0.3,,2.1,2.0,27.7,6.9,82.9,27.38,
1724,13/03/2017,21:00,78.7,24.1,1.7,-0.1,0.2,,2.2,2.1,29.8,11.2,83.2,25.77,
1725,13/03/2017,22:00,81.8,24.0,1.8,0.0,0.4,,2.0,2.1,27.7,14.2,84.0,26.28,
1726,13/03/2017,23:00,80.7,23.9,2.0,-0.1,0.1,,2.2,2.1,24.4,11.6,84.2,24.33,
1727,13/03/2017,00:00,82.5,23.8,1.9,0.0,0.2,,2.1,2.1,22.6,7.8,84.0,24.54,
1728,14/03/2017,01:00,88.6,23.2,1.8,0.0,0.2,,2.1,2.1,20.9,7.4,86.2,25.38,
1729,14/03/2017,02:00,88.4,23.1,2.1,,,,,2.1,17.7,4.4,86.1,23.14,
1730,14/03/2017,03:00,91.9,23.2,2.1,-0.1,0.1,,2.0,2.1,17.1,3.3,82.5,24.53,
1731,14/03/2017,04:00,90.7,23.4,1.8,-0.1,0.2,,2.0,2.1,18.3,3.3,79.1,24.24,
1732,14/03/2017,05:00,90.6,23.3,1.7,0.0,0.4,,1.8,1.9,22.3,2.0,80.3,24.74,
1733,14/03/2017,06:00,97.1,23.1,1.3,0.0,1.2,,1.0,1.7,21.7,2.5,80.9,25.03,
1734,14/03/2017,07:00,98.7,23.0,1.3,0.1,1.5,,0.8,1.4,19.8,5.0,80.9,30.1,
1735,14/03/2017,08:00,93.6,23.5,1.4,0.3,1.4,,0.9,1.1,23.0,5.1,77.2,26.83,
1736,14/03/2017,09:00,103.1,23.7,1.7,0.3,1.0,,1.3,1.0,24.3,5.8,77.3,28.47,
1737,14/03/2017,10:00,102.2,24.0,2.0,0.3,0.6,,1.6,1.1,30.5,6.2,78.1,29.89,
1738,14/03/2017,11:00,95.1,24.8,2.7,0.1,0.3,,1.9,1.4,20.5,6.6,75.4,27.01,
1739,14/03/2017,12:00,87.8,24.4,2.4,0.2,0.5,,1.8,1.6,20.1,4.9,76.5,27.46,
1740,14/03/2017,13:00,93.7,23.3,1.6,0.1,0.8,,1.5,1.7,19.1,4.3,81.8,26.6,
1741,14/03/2017,14:00,79.1,22.8,1.0,0.2,0.9,,1.3,1.6,24.3,3.7,86.5,28.12,
1742,14/03/2017,15:00,78.6,21.2,1.0,0.2,0.9,,1.4,1.5,11.7,6.8,90.3,31.26,
1743,14/03/2017,16:00,84.7,21.9,1.0,0.2,0.7,,1.7,1.5,12.1,3.6,89.2,34.57,
1744,14/03/2017,17:00,94.5,22.4,1.0,0.1,0.8,,1.6,1.5,9.0,5.3,83.8,28.61,
1745,14/03/2017,18:00,124.6,22.7,0.6,0.1,0.9,,1.4,1.5,16.1,2.8,85.1,41.61,
1746,14/03/2017,19:00,110.9,22.4,0.6,0.0,1.3,,1.0,1.4,17.6,3.6,87.4,35.02,
1747,14/03/2017,20:00,91.7,22.8,1.6,0.0,0.8,,1.3,1.3,16.8,6.2,84.5,28.54,
1748,14/03/2017,21:00,89.7,22.9,1.9,0.0,0.4,,1.7,1.4,19.7,3.5,83.6,23.64,
1749,14/03/2017,22:00,85.0,22.9,1.5,0.0,0.4,,1.6,1.4,16.0,0.4,83.9,24.51,
1750,14/03/2017,23:00,53.4,21.7,1.3,0.0,0.3,,1.8,1.6,11.8,2.9,89.1,41.3,
1751,14/03/2017,00:00,104.9,20.3,0.4,0.0,0.7,,1.4,1.6,7.6,0.0,95.6,45.53,
1752,15/03/2017,01:00,142.6,20.3,0.2,0.0,0.8,,0.9,1.4,11.1,2.6,98.1,51.35,
1753,15/03/2017,02:00,96.5,20.4,0.5,,,,,1.4,11.3,2.9,98.3,52.33,
1754,15/03/2017,03:00,81.4,20.2,0.6,0.0,0.3,,1.6,1.3,4.8,2.6,98.5,45.13,
1755,15/03/2017,04:00,110.0,20.1,0.3,0.0,0.3,,1.5,1.3,5.3,0.9,99.2,43.94,
1756,15/03/2017,05:00,35.8,20.2,0.2,0.0,0.9,,0.8,1.3,9.0,5.6,99.3,100.11,
1757,15/03/2017,06:00,242.9,20.1,0.2,0.5,1.3,,0.5,1.1,7.2,9.2,99.4,72.23,
1758,15/03/2017,07:00,173.3,20.3,0.1,1.5,1.6,,0.2,0.7,11.1,3.8,99.4,81.54,
1759,15/03/2017,08:00,87.5,21.8,1.4,0.8,1.0,,0.9,0.6,12.5,5.7,93.9,31.47,
1760,15/03/2017,09:00,83.3,23.3,2.3,0.1,0.5,,1.6,0.8,14.8,5.4,81.4,25.05,
1761,15/03/2017,10:00,84.8,24.0,2.8,0.1,0.3,,1.9,1.1,24.5,3.8,78.9,24.52,
1762,15/03/2017,11:00,86.6,24.3,2.8,0.1,0.3,,1.8,1.6,19.7,4.5,77.6,25.28,
1763,15/03/2017,12:00,80.4,24.3,3.0,0.0,0.2,,1.8,1.8,13.0,4.6,76.6,25.22,
1764,15/03/2017,13:00,71.7,25.0,2.8,0.0,0.2,,1.9,1.9,25.9,1.6,73.6,26.99,
1765,15/03/2017,14:00,73.5,25.0,3.0,0.0,0.2,,1.9,1.9,23.7,-1.2,73.2,26.31,
1766,15/03/2017,15:00,75.6,24.5,2.5,0.0,0.2,,1.8,1.9,23.5,1.5,76.3,26.2,
1767,15/03/2017,16:00,77.3,24.5,2.3,0.0,0.2,,1.7,1.8,26.1,4.9,76.2,27.07,
1768,15/03/2017,17:00,79.6,24.0,2.4,0.0,0.3,,1.7,1.8,29.0,7.0,79.4,23.99,
1769,15/03/2017,18:00,77.3,23.1,1.8,0.0,0.5,,1.5,1.7,19.9,7.0,83.1,25.69,
1770,15/03/2017,19:00,74.9,23.5,1.7,0.0,0.4,,1.6,1.6,18.0,4.3,74.4,27.45,
1771,15/03/2017,20:00,70.6,23.5,1.9,0.0,0.4,,1.7,1.6,26.8,3.2,76.0,27.97,
1772,15/03/2017,21:00,69.6,23.8,2.1,0.0,0.2,,1.8,1.6,23.6,5.8,74.1,26.59,
1773,15/03/2017,22:00,71.4,23.7,1.7,0.0,0.3,,1.8,1.7,27.8,6.3,76.4,25.97,
1774,15/03/2017,23:00,76.8,23.6,1.4,0.0,0.3,,1.6,1.7,26.6,8.3,76.9,25.29,
1775,15/03/2017,00:00,89.0,23.5,1.4,0.0,0.3,,1.6,1.7,30.7,5.8,79.7,25.69,
1776,16/03/2017,01:00,76.9,23.0,1.6,0.0,0.2,,1.8,1.7,29.6,5.3,86.0,26.19,
1777,16/03/2017,02:00,82.2,22.4,1.3,,,,,1.7,21.0,5.0,91.2,27.95,
1778,16/03/2017,03:00,77.7,23.2,1.9,0.0,0.1,,1.8,1.7,25.7,6.4,85.7,24.61,
1779,16/03/2017,04:00,73.0,22.8,1.7,0.0,0.1,,1.8,1.8,25.7,5.3,87.7,28.98,
1780,16/03/2017,05:00,78.4,22.3,0.9,0.0,0.4,,1.4,1.7,25.4,9.2,94.0,33.31,
1781,16/03/2017,06:00,75.7,22.1,1.3,0.0,0.7,,1.1,1.5,17.0,9.6,95.8,32.6,
1782,16/03/2017,07:00,54.2,22.0,1.7,0.1,0.7,,1.1,1.4,6.0,8.3,96.0,27.05,
1783,16/03/2017,08:00,45.9,22.3,1.2,0.2,1.0,,0.9,1.1,15.7,2.4,95.5,34.38,
1784,16/03/2017,09:00,66.9,23.0,1.5,0.2,0.7,,1.2,1.1,17.0,3.7,90.1,28.05,
1785,16/03/2017,10:00,80.6,23.5,1.6,0.2,0.6,,1.4,1.1,27.6,3.8,89.5,28.55,
1786,16/03/2017,11:00,84.3,23.4,2.1,0.2,0.6,,1.4,1.2,24.1,5.3,92.4,27.31,
1787,16/03/2017,12:00,85.4,22.7,2.0,0.2,0.5,,1.4,1.4,7.8,2.1,97.1,25.51,
1788,16/03/2017,13:00,65.0,22.9,1.6,0.2,0.6,,1.3,1.4,7.8,2.3,97.5,34.79,
1789,16/03/2017,14:00,55.1,23.8,2.2,0.2,0.5,,1.5,1.4,15.1,1.6,93.3,27.51,
1790,16/03/2017,15:00,48.9,25.3,2.4,0.3,0.5,,1.6,1.5,13.6,2.7,85.8,25.06,
1791,16/03/2017,16:00,45.7,24.3,1.9,0.2,0.7,,1.2,1.4,17.0,2.9,90.7,25.87,
1792,16/03/2017,17:00,29.8,23.5,1.9,0.4,1.0,,0.9,1.3,16.6,3.4,97.8,28.83,
1793,16/03/2017,18:00,355.4,23.4,1.9,0.2,0.8,,1.1,1.2,-4.5,3.9,93.3,30.21,
1794,16/03/2017,19:00,325.1,23.2,1.8,0.2,0.7,,1.1,1.1,5.1,1.7,91.7,40.71,
1795,16/03/2017,20:00,310.9,22.7,1.3,0.1,0.9,,0.9,1.0,9.3,0.7,95.8,35.97,
1796,16/03/2017,21:00,226.6,22.4,1.6,0.1,0.6,,1.4,1.1,-7.1,5.2,90.7,41.71,
1797,16/03/2017,22:00,305.9,21.8,0.8,0.0,0.4,,1.7,1.3,7.4,2.8,90.8,56.38,
1798,16/03/2017,23:00,304.4,21.0,0.8,0.1,0.7,,1.4,1.3,2.4,-0.8,95.1,37.38,
1799,16/03/2017,00:00,286.4,21.0,1.1,0.1,1.1,,1.0,1.4,1.4,-1.4,92.1,24.47,
1800,17/03/2017,01:00,289.3,21.2,1.0,0.0,0.8,,1.7,1.4,0.8,2.8,83.8,27.2,
1801,17/03/2017,02:00,251.3,21.3,1.0,,,,,1.3,8.3,1.0,82.8,30.3,
1802,17/03/2017,03:00,238.6,21.0,1.1,0.0,0.7,,1.4,1.4,10.9,1.7,85.8,28.12,
1803,17/03/2017,04:00,209.9,20.7,1.8,0.0,0.2,,2.2,1.8,16.3,0.9,95.0,29.27,
1804,17/03/2017,05:00,189.3,20.6,1.1,0.0,0.2,,2.4,2.0,13.4,,97.3,49.63,
1805,17/03/2017,06:00,199.2,20.3,2.6,0.0,0.3,,2.2,2.1,18.2,3.3,95.9,35.62,
