,Date,Time,EARLWOOD WDR 1h average [°],EARLWOOD TEMP 1h average [°C],EARLWOOD WSP 1h average [m/s],EARLWOOD NO 1h average [pphm],EARLWOOD NO2 1h average [pphm],EARLWOOD CO 1h average [ppm],EARLWOOD OZONE 1h average [pphm],EARLWOOD OZONE 4h rolling average [pphm],EARLWOOD PM10 1h average [µg/m³],EARLWOOD PM2.5 1h average [µg/m³],EARLWOOD HUMID 1h average [%],EARLWOOD SD1 1h average [°],EARLWOOD CO 8h rolling average [ppm]
4338,30/06/2017,19:00,188.1,8.5,0.4,9.4,2.9,,0.1,1.2,25.2,8.7,64.1,57.92,
4339,30/06/2017,20:00,208.9,10.5,1.5,1.6,2.0,,0.6,0.8,15.7,11.7,49.2,21.55,
4340,30/06/2017,21:00,220.5,10.7,1.4,0.0,1.0,,1.6,0.7,13.5,7.0,48.3,29.12,
4341,30/06/2017,22:00,241.2,9.3,1.2,0.3,1.8,,0.8,0.8,15.0,7.8,54.5,46.95,
4342,30/06/2017,23:00,238.3,9.3,1.4,0.1,1.2,,1.3,1.1,11.3,8.8,51.1,42.97,
4343,30/06/2017,00:00,232.2,7.1,0.9,0.3,1.9,,0.5,1.1,13.4,7.9,60.5,72.18,
4344,01/07/2017,01:00,252.1,7.8,0.9,0.0,0.8,,1.4,1.0,7.2,6.2,56.6,52.31,
4345,01/07/2017,02:00,265.9,7.0,0.9,,,,,1.1,7.4,6.6,60.4,93.93,
4346,01/07/2017,03:00,262.9,6.6,1.8,0.0,0.6,,1.3,1.1,6.2,5.2,58.8,48.95,
4347,01/07/2017,04:00,256.4,6.7,2.0,-0.1,0.7,,1.5,1.4,6.4,2.6,55.6,57.72,
4348,01/07/2017,05:00,258.3,6.3,1.8,0.0,0.5,,1.5,1.4,8.1,4.1,56.7,52.71,
4349,01/07/2017,06:00,301.5,5.2,0.7,0.1,1.0,,1.0,1.3,8.9,3.5,62.9,76.95,
4350,01/07/2017,07:00,285.2,5.2,1.3,0.2,1.5,,0.8,1.2,11.0,2.9,63.0,70.64,
4351,01/07/2017,08:00,281.9,5.8,1.9,0.3,1.6,,0.7,1.0,10.7,4.7,61.1,26.65,
4352,01/07/2017,09:00,274.7,7.3,2.0,0.5,1.2,,1.2,0.9,11.3,6.6,55.8,51.7,
4353,01/07/2017,10:00,266.0,9.3,2.1,0.6,1.2,,1.4,1.0,11.4,2.8,51.6,30.13,
4354,01/07/2017,11:00,262.5,11.9,2.0,0.4,0.7,,1.7,1.3,10.5,1.8,47.4,29.52,
4355,01/07/2017,12:00,242.4,13.7,2.0,0.3,0.6,,2.0,1.6,12.4,-1.5,46.9,29.42,
4356,01/07/2017,13:00,241.0,15.0,1.2,0.2,0.5,,2.1,1.8,10.9,,46.0,47.86,
4357,01/07/2017,14:00,170.7,15.4,0.9,0.1,0.4,,2.4,2.0,10.2,1.9,47.1,48.22,
4358,01/07/2017,15:00,169.0,14.9,1.0,0.0,0.4,,2.4,2.2,14.2,3.8,49.4,45.31,
4359,01/07/2017,16:00,167.3,14.5,0.9,0.0,0.3,,2.4,2.3,11.7,5.2,50.7,47.51,
4360,01/07/2017,17:00,184.0,13.5,0.8,0.0,0.6,,2.1,2.3,14.3,3.3,58.0,43.05,
4361,01/07/2017,18:00,162.5,11.8,0.5,0.3,1.4,,1.3,2.0,14.0,4.0,66.1,43.86,
4362,01/07/2017,19:00,209.4,9.9,0.4,2.5,2.4,,0.3,1.5,19.6,6.2,76.1,42.45,
4363,01/07/2017,20:00,30.0,8.2,0.2,3.7,2.4,,0.0,0.9,24.7,11.6,85.9,75.31,
4364,01/07/2017,21:00,292.5,7.3,0.2,5.2,2.3,,0.0,0.4,26.5,6.1,88.5,67.61,
4365,01/07/2017,22:00,278.6,7.2,0.1,7.3,2.5,,0.0,0.1,34.8,14.1,87.1,94.55,
4366,01/07/2017,23:00,70.9,7.0,0.9,6.1,2.6,,0.0,0.0,32.1,24.5,85.7,62.97,
4367,01/07/2017,00:00,332.0,6.6,0.5,4.8,2.5,,0.0,0.0,27.8,25.5,85.2,67.39,
4368,02/07/2017,01:00,295.9,6.2,1.3,3.5,2.3,,0.0,0.0,25.9,25.5,85.4,22.31,
4369,02/07/2017,02:00,298.1,5.8,1.3,,,,,0.0,21.9,20.4,85.5,25.33,
4370,02/07/2017,03:00,332.7,5.2,0.6,0.9,1.7,,0.1,0.1,16.9,21.1,86.7,59.55,
4371,02/07/2017,04:00,50.8,4.8,0.7,0.5,1.7,,0.1,0.1,17.0,15.8,87.4,67.86,
4372,02/07/2017,05:00,312.9,4.5,0.8,1.0,1.5,,0.0,0.1,18.1,11.0,88.7,66.67,
4373,02/07/2017,06:00,321.0,4.0,0.5,0.5,1.5,,0.1,0.1,15.6,15.2,89.2,49.89,
4374,02/07/2017,07:00,319.8,3.7,0.7,0.5,1.4,,0.1,0.1,15.4,15.8,90.2,34.9,
4375,02/07/2017,08:00,320.4,4.0,0.8,0.7,1.2,,0.2,0.1,13.2,14.5,88.7,54.92,
4376,02/07/2017,09:00,329.1,5.8,0.9,1.3,1.1,,0.4,0.2,10.5,10.5,80.7,52.47,
4377,02/07/2017,10:00,314.0,8.8,1.2,1.1,1.1,,0.8,0.3,8.1,9.1,69.5,44.08,
4378,02/07/2017,11:00,304.8,11.0,1.4,1.0,1.1,,1.0,0.6,9.7,3.9,60.5,33.89,
4379,02/07/2017,12:00,310.5,13.2,1.4,0.9,1.1,,1.2,0.8,9.4,0.6,53.3,35.37,
4380,02/07/2017,13:00,300.4,14.9,1.2,0.5,1.1,,1.6,1.1,12.0,1.3,48.7,41.57,
4381,02/07/2017,14:00,338.5,15.4,1.0,0.3,0.9,,2.1,1.5,6.1,9.4,47.4,51.38,
4382,02/07/2017,15:00,333.2,16.2,0.7,0.2,0.7,,2.2,1.8,13.0,6.7,44.6,60.25,
4383,02/07/2017,16:00,0.4,16.1,0.8,0.1,0.8,,2.1,2.0,11.0,4.6,44.4,43.08,
4384,02/07/2017,17:00,19.3,14.4,0.3,0.6,1.7,,1.3,1.9,13.7,9.1,51.7,45.21,
4385,02/07/2017,18:00,67.3,10.4,0.1,2.9,2.6,,0.1,1.4,21.0,9.4,71.4,106.09,
4386,02/07/2017,19:00,97.6,8.3,0.2,5.1,2.5,,0.1,0.9,26.0,11.5,82.9,102.34,
4387,02/07/2017,20:00,90.0,7.1,0.5,9.9,2.3,,0.0,0.4,31.9,15.7,89.8,131.69,
4388,02/07/2017,21:00,82.8,6.4,0.7,10.4,2.0,,0.0,0.1,32.8,24.8,92.4,112.05,
4389,02/07/2017,22:00,329.6,5.7,0.3,12.2,1.8,,0.1,0.0,34.3,33.9,94.3,51.85,
4390,02/07/2017,23:00,294.6,5.2,0.2,12.5,1.6,,0.0,0.0,35.0,33.8,95.0,44.3,
4391,02/07/2017,00:00,27.0,4.8,0.2,13.8,1.7,,0.0,0.0,40.6,35.8,95.2,90.89,
4392,03/07/2017,01:00,64.7,4.6,0.6,15.3,2.0,,0.0,0.0,44.8,40.7,94.4,85.21,
4393,03/07/2017,02:00,7.4,4.8,0.3,,,,,0.0,33.0,41.6,91.7,77.67,
4394,03/07/2017,03:00,79.8,4.5,0.8,8.5,1.9,,0.1,0.1,29.1,31.6,93.5,96.08,
4395,03/07/2017,04:00,25.6,4.2,0.3,6.5,1.7,,0.0,0.1,27.1,27.8,94.3,79.97,
4396,03/07/2017,05:00,288.6,3.8,1.0,7.1,1.8,,0.0,0.1,29.3,30.5,93.8,41.61,
4397,03/07/2017,06:00,334.2,3.6,0.3,4.0,1.8,,0.0,0.0,19.7,27.4,92.6,80.16,
4398,03/07/2017,07:00,300.3,3.8,0.6,5.6,1.8,,0.0,0.0,16.5,20.9,92.7,39.28,
4399,03/07/2017,08:00,292.7,4.4,1.0,7.3,1.9,,0.1,0.0,19.3,17.2,92.0,50.83,
4400,03/07/2017,09:00,308.9,6.1,1.4,5.4,1.7,,0.1,0.1,16.6,13.9,87.9,43.23,
4401,03/07/2017,10:00,295.9,7.5,1.4,4.1,1.5,,0.2,0.1,15.2,12.8,82.1,45.09,
4402,03/07/2017,11:00,301.9,10.1,0.8,3.5,1.8,,0.3,0.2,16.1,11.4,70.6,47.86,
4403,03/07/2017,12:00,294.8,11.9,0.9,3.3,1.9,,0.3,0.2,16.8,10.1,63.9,39.4,
4404,03/07/2017,13:00,310.2,13.6,0.4,2.4,1.9,,0.4,0.3,15.7,11.7,59.4,72.27,
4405,03/07/2017,14:00,36.1,14.3,0.2,2.3,2.2,,0.3,0.3,16.7,11.8,60.0,70.12,
4406,03/07/2017,15:00,13.9,14.4,1.3,1.2,1.8,,0.6,0.4,16.6,8.3,60.4,34.16,
4407,03/07/2017,16:00,351.4,14.4,0.7,0.9,2.0,,0.5,0.5,13.4,5.2,61.5,33.83,
4408,03/07/2017,17:00,316.4,13.6,0.4,3.0,2.3,,0.1,0.4,17.2,6.7,74.1,57.37,
4409,03/07/2017,18:00,4.5,12.9,0.6,4.7,2.4,,0.1,0.3,19.4,8.9,78.4,39.14,
4410,03/07/2017,19:00,13.6,12.7,0.8,3.0,2.4,,0.0,0.2,17.6,10.4,75.3,38.31,
4411,03/07/2017,20:00,355.7,12.2,1.0,1.8,2.4,,0.0,0.1,16.2,9.1,76.6,32.45,
4412,03/07/2017,21:00,330.7,11.5,1.1,2.9,2.3,,0.1,0.0,15.6,4.4,80.8,36.17,
4413,03/07/2017,22:00,293.0,11.3,0.8,4.5,2.2,,0.1,0.1,21.8,5.8,82.4,61.26,
4414,03/07/2017,23:00,287.4,10.1,0.2,8.2,2.1,,0.0,0.1,28.1,15.2,87.6,74.41,
4415,03/07/2017,00:00,236.2,9.1,0.4,8.8,1.8,,0.0,0.1,25.7,19.6,92.3,45.12,
4416,04/07/2017,01:00,98.9,8.2,0.4,7.3,1.5,,0.0,0.1,22.1,19.8,95.0,70.21,
4417,04/07/2017,02:00,99.7,7.7,0.4,,,,,0.0,21.1,18.1,95.7,69.74,
4418,04/07/2017,03:00,33.0,8.8,0.6,3.9,1.2,,0.1,0.1,15.0,19.8,94.5,76.71,
4419,04/07/2017,04:00,359.9,11.9,0.6,0.2,0.8,,0.7,0.3,7.6,9.3,83.6,52.87,
4420,04/07/2017,05:00,338.9,11.0,0.3,0.0,0.6,,0.7,0.5,5.0,1.6,87.0,78.98,
4421,04/07/2017,06:00,271.6,9.6,0.4,1.8,1.0,,0.3,0.5,5.9,,90.8,72.48,
4422,04/07/2017,07:00,273.8,8.5,0.3,6.3,1.5,,0.0,0.5,12.0,4.3,93.8,76.9,
4423,04/07/2017,08:00,284.8,7.9,0.7,15.5,2.0,,0.0,0.3,26.0,12.6,94.0,37.59,
4424,04/07/2017,09:00,300.6,9.7,0.9,17.1,2.7,,0.1,0.1,35.5,16.6,87.1,37.6,
4425,04/07/2017,10:00,298.9,12.8,0.6,14.5,3.0,,0.1,0.1,37.2,17.0,77.0,37.3,
4426,04/07/2017,11:00,260.6,17.1,0.7,8.6,3.0,,0.2,0.1,25.8,16.6,58.0,42.3,
4427,04/07/2017,12:00,0.7,19.3,2.0,1.5,1.5,,1.3,0.4,5.8,14.6,42.4,39.28,
4428,04/07/2017,13:00,333.8,20.4,1.7,0.2,0.6,,2.1,0.9,1.1,6.8,32.9,38.39,
4429,04/07/2017,14:00,325.7,21.0,1.9,0.2,0.6,,2.1,1.4,4.0,2.2,31.7,40.19,
4430,04/07/2017,15:00,314.2,21.7,2.1,0.1,0.6,,2.2,1.9,4.9,2.1,26.3,40.37,
4431,04/07/2017,16:00,298.3,21.5,2.2,0.2,0.8,,2.1,2.1,8.0,2.0,24.1,31.57,
4432,04/07/2017,17:00,304.3,20.0,1.2,0.2,1.5,,1.5,2.0,9.6,4.4,27.8,38.4,
4433,04/07/2017,18:00,307.7,18.0,0.7,0.8,2.6,,0.5,1.6,16.1,2.1,33.2,53.95,
4434,04/07/2017,19:00,284.1,15.9,0.6,3.0,3.2,,0.0,1.0,22.8,7.0,40.8,54.4,
4435,04/07/2017,20:00,297.4,13.8,0.5,6.5,3.1,,0.0,0.5,25.3,9.5,51.7,77.6,
4436,04/07/2017,21:00,106.5,12.9,0.1,6.3,2.9,,0.0,0.1,24.5,13.5,58.5,84.57,
4437,04/07/2017,22:00,307.7,11.4,0.3,8.3,2.7,,0.0,0.0,23.3,16.4,67.2,58.34,
4438,04/07/2017,23:00,318.5,12.1,0.6,4.5,2.5,,0.1,0.0,15.6,16.1,60.4,31.16,
4439,04/07/2017,00:00,273.6,9.5,0.3,5.7,2.1,,0.0,0.0,15.4,11.3,75.5,61.12,
4440,05/07/2017,01:00,270.5,9.5,0.3,2.6,2.0,,0.0,0.0,10.1,9.6,72.3,54.53,
4441,05/07/2017,02:00,314.8,9.9,0.5,,,,,0.0,7.4,6.9,70.3,63.51,
4442,05/07/2017,03:00,300.6,11.4,0.6,0.1,1.1,,0.8,0.3,7.2,4.9,62.7,37.87,
4443,05/07/2017,04:00,299.9,9.2,0.2,0.1,1.5,,0.3,0.4,6.0,4.4,75.4,89.75,
4444,05/07/2017,05:00,294.6,11.0,1.0,0.3,1.7,,0.5,0.5,5.0,2.9,62.3,23.96,
4445,05/07/2017,06:00,285.6,10.9,1.0,0.6,1.7,,0.6,0.6,6.7,2.1,61.7,19.23,
4446,05/07/2017,07:00,280.9,9.4,0.5,3.8,2.4,,0.1,0.4,11.5,4.5,69.0,35.1,
4447,05/07/2017,08:00,284.3,10.2,1.1,6.1,2.7,,0.1,0.3,13.0,5.6,65.5,21.02,
4448,05/07/2017,09:00,300.6,13.1,1.0,6.1,2.8,,0.2,0.2,21.8,4.9,56.1,22.87,
4449,05/07/2017,10:00,322.8,15.4,1.7,0.9,1.2,,1.2,0.4,9.6,4.5,47.2,38.86,
4450,05/07/2017,11:00,331.1,17.0,1.6,0.6,1.0,,1.4,0.7,8.2,0.5,43.9,40.45,
4451,05/07/2017,12:00,322.2,18.2,2.0,0.3,0.7,,1.7,1.1,6.4,2.3,41.1,37.89,
4452,05/07/2017,13:00,310.7,18.9,1.8,0.3,0.7,,1.8,1.5,7.4,0.6,39.9,41.99,
4453,05/07/2017,14:00,322.8,19.4,1.6,0.2,0.6,,1.9,1.7,7.6,1.4,38.7,43.86,
4454,05/07/2017,15:00,330.7,19.2,1.3,0.1,0.6,,2.0,1.9,8.0,1.0,38.2,44.91,
4455,05/07/2017,16:00,307.3,18.9,1.5,0.3,1.1,,1.6,1.8,9.0,4.4,37.1,34.93,
4456,05/07/2017,17:00,285.4,18.6,2.3,0.3,1.5,,1.6,1.8,14.1,6.8,28.6,25.63,
4457,05/07/2017,18:00,284.4,17.6,1.7,0.4,2.2,,1.1,1.6,16.2,3.5,29.8,24.92,
4458,05/07/2017,19:00,257.8,16.5,2.2,0.6,2.2,,1.0,1.3,18.4,4.6,34.8,26.53,
4459,05/07/2017,20:00,257.6,15.0,3.5,0.0,0.7,,2.1,1.5,11.8,5.4,42.5,22.46,
4460,05/07/2017,21:00,291.2,14.0,2.5,0.1,1.0,,1.8,1.5,7.9,1.6,45.5,29.25,
4461,05/07/2017,22:00,301.4,13.0,1.5,0.2,1.2,,1.6,1.6,8.1,1.1,49.5,32.19,
4462,05/07/2017,23:00,281.3,12.4,1.2,0.1,1.7,,1.1,1.6,8.4,1.6,52.2,46.67,
4463,05/07/2017,00:00,293.4,11.8,0.9,0.1,1.7,,1.0,1.4,8.7,5.1,55.0,48.34,
4464,06/07/2017,01:00,248.1,10.6,0.3,0.0,1.8,,0.8,1.1,9.8,5.0,61.3,88.06,
4465,06/07/2017,02:00,312.6,8.4,0.1,,,,,1.0,9.8,5.8,74.3,83.82,
4466,06/07/2017,03:00,87.9,7.5,0.3,0.8,1.8,,0.1,0.6,9.8,4.9,81.0,95.13,
4467,06/07/2017,04:00,85.8,6.7,0.8,1.7,1.8,,0.0,0.3,10.3,4.7,85.6,89.37,
4468,06/07/2017,05:00,279.3,6.8,0.6,3.1,1.9,,0.0,0.1,12.3,-2.0,84.8,89.71,
4469,06/07/2017,06:00,86.6,6.3,0.5,5.2,2.1,,0.0,0.1,16.5,1.1,86.2,95.11,
4470,06/07/2017,07:00,281.1,5.6,0.5,8.9,2.0,,0.0,0.0,16.9,6.7,90.1,34.03,
4471,06/07/2017,08:00,298.1,6.2,0.3,12.8,2.3,,0.1,0.0,22.6,10.5,87.3,60.08,
4472,06/07/2017,09:00,304.9,9.5,0.8,7.7,2.7,,0.1,0.1,19.2,12.2,71.8,43.95,
4473,06/07/2017,10:00,273.5,13.0,1.3,5.5,2.7,,0.4,0.2,21.7,10.1,58.1,45.55,
4474,06/07/2017,11:00,268.2,15.1,2.7,1.1,1.4,,1.3,0.5,5.8,5.3,46.4,27.86,
4475,06/07/2017,12:00,282.1,15.9,2.7,0.4,0.8,,1.7,0.9,4.8,2.2,43.4,34.28,
4476,06/07/2017,13:00,273.0,16.6,2.4,0.2,0.6,,2.0,1.4,2.0,5.8,40.3,31.27,
4477,06/07/2017,14:00,301.5,17.0,1.4,0.3,0.8,,1.8,1.7,7.7,6.1,41.0,50.45,
4478,06/07/2017,15:00,296.8,17.3,1.3,0.2,0.8,,1.9,1.8,7.7,2.1,39.5,46.54,
4479,06/07/2017,16:00,290.9,17.5,1.2,0.2,0.9,,1.8,1.9,7.6,1.6,38.4,34.81,
4480,06/07/2017,17:00,341.3,15.9,0.4,0.2,1.5,,1.2,1.7,11.7,1.7,45.4,47.87,
4481,06/07/2017,18:00,169.4,12.4,0.1,2.1,2.6,,0.1,1.3,17.6,4.9,64.4,83.66,
4482,06/07/2017,19:00,72.9,10.2,0.3,6.1,2.6,,0.0,0.8,22.6,6.0,75.9,94.34,
4483,06/07/2017,20:00,53.4,8.8,0.1,8.9,2.6,,0.1,0.4,28.7,12.2,82.2,111.26,
4484,06/07/2017,21:00,80.9,7.8,0.4,12.3,2.4,,0.0,0.1,30.5,20.0,87.0,103.33,
4485,06/07/2017,22:00,84.4,7.0,0.5,14.0,2.3,,0.0,0.0,30.4,25.3,90.3,113.21,
4486,06/07/2017,23:00,305.6,6.2,0.3,15.2,2.1,,0.0,0.0,29.2,22.7,92.4,39.39,
4487,06/07/2017,00:00,302.8,5.8,0.5,16.5,2.2,,0.0,0.0,31.8,24.3,92.9,27.64,
4488,07/07/2017,01:00,292.0,5.8,0.9,18.2,2.6,,0.0,0.0,33.6,23.5,89.6,21.17,
4489,07/07/2017,02:00,283.5,6.5,1.3,,,,,0.0,34.2,26.9,84.0,15.35,
4490,07/07/2017,03:00,290.3,5.9,1.2,12.3,2.4,,0.1,0.1,29.8,24.7,86.4,17.51,
4491,07/07/2017,04:00,306.8,5.4,0.7,8.2,2.1,,0.1,0.1,21.5,24.1,87.1,54.06,
4492,07/07/2017,05:00,54.6,4.8,0.3,8.1,2.0,,0.1,0.1,19.6,21.6,89.1,97.71,
4493,07/07/2017,06:00,308.0,4.8,0.4,7.3,1.9,,0.0,0.1,18.6,17.5,89.6,80.34,
4494,07/07/2017,07:00,27.5,4.7,0.4,9.2,2.0,,0.0,0.0,18.5,17.9,90.0,78.01,
4495,07/07/2017,08:00,306.1,4.7,0.4,13.5,2.2,,0.0,0.0,24.6,14.2,90.0,69.61,
4496,07/07/2017,09:00,281.0,6.3,1.0,10.8,2.5,,0.1,0.1,24.0,12.1,79.6,55.02,
4497,07/07/2017,10:00,293.0,9.1,1.4,7.5,2.4,,0.2,0.1,22.2,14.0,70.0,40.73,
4498,07/07/2017,11:00,302.1,13.1,1.4,4.2,2.1,,0.5,0.2,18.2,11.4,55.8,36.8,
4499,07/07/2017,12:00,323.1,15.9,1.3,1.0,1.3,,1.2,0.5,10.8,4.0,42.5,42.05,
4500,07/07/2017,13:00,298.3,17.5,1.6,0.3,0.8,,1.9,1.0,0.6,,32.3,42.83,
4501,07/07/2017,14:00,292.8,17.9,2.1,0.2,0.7,,2.0,1.4,7.2,,30.0,37.76,
4502,07/07/2017,15:00,282.8,18.4,2.5,0.2,0.7,,2.0,1.8,7.8,-0.8,27.4,29.58,
4503,07/07/2017,16:00,265.2,17.8,2.1,0.2,0.7,,2.1,2.0,7.5,2.5,26.6,24.86,
4504,07/07/2017,17:00,270.5,16.0,0.6,1.1,2.4,,0.7,1.7,17.9,6.3,35.3,66.66,
4505,07/07/2017,18:00,32.2,11.7,0.1,5.2,3.0,,0.1,1.2,25.6,5.8,55.2,85.02,
4506,07/07/2017,19:00,82.6,9.5,0.3,11.2,3.0,,0.1,0.7,35.2,12.3,68.4,105.91,
4507,07/07/2017,20:00,21.7,8.1,0.1,15.4,3.0,,0.1,0.2,37.5,18.9,76.1,88.46,
4508,07/07/2017,21:00,81.9,7.2,1.0,19.0,2.9,,0.1,0.1,48.4,27.4,82.1,90.4,
4509,07/07/2017,22:00,91.9,6.8,1.0,20.5,3.0,,0.1,0.1,52.7,39.3,82.7,78.85,
4510,07/07/2017,23:00,314.8,6.4,0.1,21.7,2.9,,0.1,0.1,53.0,46.2,84.0,83.08,
4511,07/07/2017,00:00,83.4,6.8,0.6,18.5,2.9,,0.1,0.1,39.7,39.3,77.9,89.33,
4512,08/07/2017,01:00,294.6,6.2,0.3,12.4,2.6,,0.1,0.1,27.4,32.0,78.0,76.51,
4513,08/07/2017,02:00,74.0,5.1,0.4,,,,,0.1,27.6,27.4,85.0,97.21,
4514,08/07/2017,03:00,84.1,4.6,0.4,11.5,2.1,,0.1,0.1,26.5,23.9,87.0,113.04,
4515,08/07/2017,04:00,311.4,4.0,0.4,10.8,1.9,,0.1,0.1,25.1,24.5,89.0,47.55,
4516,08/07/2017,05:00,307.1,3.5,0.5,11.5,1.8,,0.0,0.1,26.6,20.8,91.3,39.64,
4517,08/07/2017,06:00,46.7,3.0,0.1,12.8,1.6,,0.0,0.1,27.0,23.9,93.0,93.13,
4518,08/07/2017,07:00,272.2,2.7,2.2,14.2,1.5,,0.0,0.0,27.0,21.6,93.7,61.78,
4519,08/07/2017,08:00,37.5,3.4,0.5,12.5,1.9,,0.1,0.1,27.5,22.2,90.6,79.35,
4520,08/07/2017,09:00,331.1,6.5,0.8,9.5,2.3,,0.1,0.1,28.6,23.9,74.1,54.63,
4521,08/07/2017,10:00,301.4,9.7,1.5,3.5,2.0,,0.4,0.2,15.3,19.7,62.0,36.13,
4522,08/07/2017,11:00,313.4,13.1,1.3,2.4,1.9,,0.7,0.3,13.1,9.0,51.2,36.85,
4523,08/07/2017,12:00,303.7,15.5,1.4,0.7,1.1,,1.6,0.7,8.3,2.5,41.6,40.93,
4524,08/07/2017,13:00,268.1,16.6,2.4,0.4,0.7,,1.9,1.2,7.0,-0.4,39.8,32.46,
4525,08/07/2017,14:00,280.5,17.5,2.4,0.2,0.4,,2.1,1.6,4.1,4.4,37.8,37.94,
4526,08/07/2017,15:00,284.1,17.0,1.5,0.2,0.7,,1.9,1.9,8.3,2.6,39.0,40.7,
4527,08/07/2017,16:00,272.5,16.9,2.2,0.2,0.7,,1.9,1.9,7.1,3.1,38.3,27.71,
4528,08/07/2017,17:00,278.4,16.1,1.6,0.3,1.1,,1.5,1.8,10.3,3.6,40.3,27.21,
4529,08/07/2017,18:00,292.7,14.0,0.6,2.2,2.4,,0.6,1.5,18.0,3.9,47.7,60.8,
4530,08/07/2017,19:00,346.5,10.8,0.3,5.9,2.9,,0.1,1.0,25.5,6.8,64.0,66.18,
4531,08/07/2017,20:00,100.8,9.2,0.2,6.4,2.8,,0.1,0.6,26.4,15.3,71.3,79.91,
4532,08/07/2017,21:00,149.3,8.9,0.1,6.0,2.7,,0.1,0.2,28.6,15.9,72.4,95.3,
4533,08/07/2017,22:00,283.0,8.0,0.6,7.0,2.7,,0.1,0.1,36.8,24.9,77.2,57.71,
4534,08/07/2017,23:00,63.4,6.9,0.3,9.4,2.5,,0.1,0.1,35.7,31.3,83.4,104.95,
4535,08/07/2017,00:00,180.2,7.1,0.1,8.5,2.5,,0.1,0.1,33.3,31.5,80.3,86.66,
4536,09/07/2017,01:00,27.1,6.8,0.3,7.3,2.4,,0.1,0.1,29.7,33.1,80.5,80.57,
4537,09/07/2017,02:00,271.0,6.9,1.9,,,,,0.1,29.0,31.3,78.3,29.71,
4538,09/07/2017,03:00,280.9,6.8,1.7,3.2,2.3,,0.1,0.1,22.0,24.7,78.0,24.79,
4539,09/07/2017,04:00,272.7,6.6,1.3,0.7,1.9,,0.1,0.1,17.6,25.3,79.4,17.71,
4540,09/07/2017,05:00,277.7,6.0,1.5,0.3,1.6,,0.2,0.1,14.0,23.9,82.8,16.06,
4541,09/07/2017,06:00,337.7,4.5,0.3,0.6,1.5,,0.1,0.1,12.6,17.9,90.0,60.94,
4542,09/07/2017,07:00,322.8,3.6,0.6,1.5,1.3,,0.0,0.1,15.8,11.3,93.4,47.73,
4543,09/07/2017,08:00,302.4,4.1,0.6,2.7,1.4,,0.1,0.1,18.4,16.8,92.0,55.38,
4544,09/07/2017,09:00,320.1,7.5,0.6,2.6,1.7,,0.3,0.1,16.5,15.0,76.8,57.33,
4545,09/07/2017,10:00,324.3,10.6,0.6,1.6,1.5,,0.8,0.3,10.6,13.2,62.5,56.95,
4546,09/07/2017,11:00,289.7,13.3,1.8,0.4,0.7,,1.7,0.7,2.3,5.4,47.8,36.56,
4547,09/07/2017,12:00,280.2,14.7,2.6,0.2,0.4,,2.0,1.2,7.1,-0.6,42.7,30.78,
4548,09/07/2017,13:00,287.9,15.9,2.0,0.2,0.4,,2.1,1.7,7.5,4.4,40.2,39.18,
4549,09/07/2017,14:00,252.9,16.6,2.1,0.1,0.3,,2.2,2.0,-0.4,11.0,35.5,31.47,
4550,09/07/2017,15:00,257.2,17.1,2.1,0.1,0.3,,2.1,2.1,5.4,5.4,32.9,38.06,
4551,09/07/2017,16:00,274.0,17.3,1.2,0.2,0.5,,2.0,2.1,7.1,2.5,32.8,45.62,
4552,09/07/2017,17:00,234.7,15.9,1.0,0.2,0.8,,1.6,2.0,11.2,3.4,37.8,42.67,
4553,09/07/2017,18:00,286.1,11.8,0.2,3.6,2.5,,0.1,1.5,24.0,5.1,59.0,49.59,
4554,09/07/2017,19:00,59.9,9.6,0.4,6.7,2.3,,0.1,1.0,32.3,11.9,73.3,95.41,
4555,09/07/2017,20:00,59.5,8.3,0.1,9.6,2.4,,0.1,0.5,38.2,19.2,78.9,102.15,
4556,09/07/2017,21:00,255.3,7.6,0.3,10.4,2.3,,0.1,0.1,38.5,29.5,80.5,89.04,
4557,09/07/2017,22:00,303.3,7.7,0.6,8.3,2.4,,0.0,0.1,27.1,34.0,75.5,55.58,
4558,09/07/2017,23:00,90.3,7.3,0.4,5.4,2.4,,0.1,0.1,22.4,27.2,75.3,92.44,
4559,09/07/2017,00:00,306.8,5.8,0.2,6.8,2.1,,0.0,0.1,21.2,21.5,84.9,87.56,
4560,10/07/2017,01:00,84.5,5.1,0.5,8.2,1.9,,0.0,0.0,22.1,17.7,88.1,98.62,
4561,10/07/2017,02:00,83.1,4.7,0.9,,,,,0.0,21.5,20.4,89.7,96.01,
4562,10/07/2017,03:00,82.5,4.4,0.8,5.3,1.8,,0.1,0.1,16.7,20.3,88.9,105.37,
4563,10/07/2017,04:00,337.2,3.9,0.2,5.1,1.6,,0.1,0.1,16.4,15.2,90.2,88.7,
4564,10/07/2017,05:00,339.2,3.5,0.2,5.2,1.5,,0.0,0.1,16.0,16.5,91.5,83.62,
4565,10/07/2017,06:00,80.4,3.1,0.9,6.7,1.4,,0.0,0.1,16.6,17.9,92.6,77.81,
4566,10/07/2017,07:00,63.2,3.1,0.9,8.9,1.8,,0.1,0.0,19.9,15.6,91.8,58.12,
4567,10/07/2017,08:00,326.6,4.0,0.6,11.3,2.2,,0.1,0.0,23.7,15.4,84.4,70.23,
